 BubbleSort threads: 1, Time: 67439743us; BubbleSort threads: 8, Time: 49207376us; BubbleSort threads: 8, Time: 48677545us;
46274;46274;46274;
46275;46275;46275;
46276;46276;46276;
46277;46277;46277;
46278;46278;46278;
46279;46279;46279;
46280;46280;46280;
46281;46281;46281;
46282;46282;46282;
46283;46283;46283;
46284;46284;46284;
46285;46285;46285;
46286;46286;46286;
46287;46287;46287;
46288;46288;46288;
46289;46289;46289;
46290;46290;46290;
46291;46291;46291;
46292;46292;46292;
46293;46293;46293;
46294;46294;46294;
46295;46295;46295;
46296;46296;46296;
46297;46297;46297;
46298;46298;46298;
46299;46299;46299;
46300;46300;46300;
46301;46301;46301;
46302;46302;46302;
46303;46303;46303;
46304;46304;46304;
46305;46305;46305;
46306;46306;46306;
46307;46307;46307;
46308;46308;46308;
46309;46309;46309;
46310;46310;46310;
46311;46311;46311;
46312;46312;46312;
46313;46313;46313;
46314;46314;46314;
46315;46315;46315;
46316;46316;46316;
46317;46317;46317;
46318;46318;46318;
46319;46319;46319;
46320;46320;46320;
46321;46321;46321;
46322;46322;46322;
46323;46323;46323;
46324;46324;46324;
46325;46325;46325;
46326;46326;46326;
46327;46327;46327;
46328;46328;46328;
46329;46329;46329;
46330;46330;46330;
46331;46331;46331;
46332;46332;46332;
46333;46333;46333;
46334;46334;46334;
46335;46335;46335;
46336;46336;46336;
46337;46337;46337;
46338;46338;46338;
46339;46339;46339;
46340;46340;46340;
46341;46341;46341;
46342;46342;46342;
46343;46343;46343;
46344;46344;46344;
46345;46345;46345;
46346;46346;46346;
46347;46347;46347;
46348;46348;46348;
46349;46349;46349;
46350;46350;46350;
46351;46351;46351;
46352;46352;46352;
46353;46353;46353;
46354;46354;46354;
46355;46355;46355;
46356;46356;46356;
46357;46357;46357;
46358;46358;46358;
46359;46359;46359;
46360;46360;46360;
46361;46361;46361;
46362;46362;46362;
46363;46363;46363;
46364;46364;46364;
46365;46365;46365;
46366;46366;46366;
46367;46367;46367;
46368;46368;46368;
46369;46369;46369;
46370;46370;46370;
46371;46371;46371;
46372;46372;46372;
46373;46373;46373;
46374;46374;46374;
46375;46375;46375;
46376;46376;46376;
46377;46377;46377;
46378;46378;46378;
46379;46379;46379;
46380;46380;46380;
46381;46381;46381;
46382;46382;46382;
46383;46383;46383;
46384;46384;46384;
46385;46385;46385;
46386;46386;46386;
46387;46387;46387;
46388;46388;46388;
46389;46389;46389;
46390;46390;46390;
46391;46391;46391;
46392;46392;46392;
46393;46393;46393;
46394;46394;46394;
46395;46395;46395;
46396;46396;46396;
46397;46397;46397;
46398;46398;46398;
46399;46399;46399;
46400;46400;46400;
46401;46401;46401;
46402;46402;46402;
46403;46403;46403;
46404;46404;46404;
46405;46405;46405;
46406;46406;46406;
46407;46407;46407;
46408;46408;46408;
46409;46409;46409;
46410;46410;46410;
46411;46411;46411;
46412;46412;46412;
46413;46413;46413;
46414;46414;46414;
46415;46415;46415;
46416;46416;46416;
46417;46417;46417;
46418;46418;46418;
46419;46419;46419;
46420;46420;46420;
46421;46421;46421;
46422;46422;46422;
46423;46423;46423;
46424;46424;46424;
46425;46425;46425;
46426;46426;46426;
46427;46427;46427;
46428;46428;46428;
46429;46429;46429;
46430;46430;46430;
46431;46431;46431;
46432;46432;46432;
46433;46433;46433;
46434;46434;46434;
46435;46435;46435;
46436;46436;46436;
46437;46437;46437;
46438;46438;46438;
46439;46439;46439;
46440;46440;46440;
46441;46441;46441;
46442;46442;46442;
46443;46443;46443;
46444;46444;46444;
46445;46445;46445;
46446;46446;46446;
46447;46447;46447;
46448;46448;46448;
46449;46449;46449;
46450;46450;46450;
46451;46451;46451;
46452;46452;46452;
46453;46453;46453;
46454;46454;46454;
46455;46455;46455;
46456;46456;46456;
46457;46457;46457;
46458;46458;46458;
46459;46459;46459;
46460;46460;46460;
46461;46461;46461;
46462;46462;46462;
46463;46463;46463;
46464;46464;46464;
46465;46465;46465;
46466;46466;46466;
46467;46467;46467;
46468;46468;46468;
46469;46469;46469;
46470;46470;46470;
46471;46471;46471;
46472;46472;46472;
46473;46473;46473;
46474;46474;46474;
46475;46475;46475;
46476;46476;46476;
46477;46477;46477;
46478;46478;46478;
46479;46479;46479;
46480;46480;46480;
46481;46481;46481;
46482;46482;46482;
46483;46483;46483;
46484;46484;46484;
46485;46485;46485;
46486;46486;46486;
46487;46487;46487;
46488;46488;46488;
46489;46489;46489;
46490;46490;46490;
46491;46491;46491;
46492;46492;46492;
46493;46493;46493;
46494;46494;46494;
46495;46495;46495;
46496;46496;46496;
46497;46497;46497;
46498;46498;46498;
46499;46499;46499;
46500;46500;46500;
46501;46501;46501;
46502;46502;46502;
46503;46503;46503;
46504;46504;46504;
46505;46505;46505;
46506;46506;46506;
46507;46507;46507;
46508;46508;46508;
46509;46509;46509;
46510;46510;46510;
46511;46511;46511;
46512;46512;46512;
46513;46513;46513;
46514;46514;46514;
46515;46515;46515;
46516;46516;46516;
46517;46517;46517;
46518;46518;46518;
46519;46519;46519;
46520;46520;46520;
46521;46521;46521;
46522;46522;46522;
46523;46523;46523;
46524;46524;46524;
46525;46525;46525;
46526;46526;46526;
46527;46527;46527;
46528;46528;46528;
46529;46529;46529;
46530;46530;46530;
46531;46531;46531;
46532;46532;46532;
46533;46533;46533;
46534;46534;46534;
46535;46535;46535;
46536;46536;46536;
46537;46537;46537;
46538;46538;46538;
46539;46539;46539;
46540;46540;46540;
46541;46541;46541;
46542;46542;46542;
46543;46543;46543;
46544;46544;46544;
46545;46545;46545;
46546;46546;46546;
46547;46547;46547;
46548;46548;46548;
46549;46549;46549;
46550;46550;46550;
46551;46551;46551;
46552;46552;46552;
46553;46553;46553;
46554;46554;46554;
46555;46555;46555;
46556;46556;46556;
46557;46557;46557;
46558;46558;46558;
46559;46559;46559;
46560;46560;46560;
46561;46561;46561;
46562;46562;46562;
46563;46563;46563;
46564;46564;46564;
46565;46565;46565;
46566;46566;46566;
46567;46567;46567;
46568;46568;46568;
46569;46569;46569;
46570;46570;46570;
46571;46571;46571;
46572;46572;46572;
46573;46573;46573;
46574;46574;46574;
46575;46575;46575;
46576;46576;46576;
46577;46577;46577;
46578;46578;46578;
46579;46579;46579;
46580;46580;46580;
46581;46581;46581;
46582;46582;46582;
46583;46583;46583;
46584;46584;46584;
46585;46585;46585;
46586;46586;46586;
46587;46587;46587;
46588;46588;46588;
46589;46589;46589;
46590;46590;46590;
46591;46591;46591;
46592;46592;46592;
46593;46593;46593;
46594;46594;46594;
46595;46595;46595;
46596;46596;46596;
46597;46597;46597;
46598;46598;46598;
46599;46599;46599;
46600;46600;46600;
46601;46601;46601;
46602;46602;46602;
46603;46603;46603;
46604;46604;46604;
46605;46605;46605;
46606;46606;46606;
46607;46607;46607;
46608;46608;46608;
46609;46609;46609;
46610;46610;46610;
46611;46611;46611;
46612;46612;46612;
46613;46613;46613;
46614;46614;46614;
46615;46615;46615;
46616;46616;46616;
46617;46617;46617;
46618;46618;46618;
46619;46619;46619;
46620;46620;46620;
46621;46621;46621;
46622;46622;46622;
46623;46623;46623;
46624;46624;46624;
46625;46625;46625;
46626;46626;46626;
46627;46627;46627;
46628;46628;46628;
46629;46629;46629;
46630;46630;46630;
46631;46631;46631;
46632;46632;46632;
46633;46633;46633;
46634;46634;46634;
46635;46635;46635;
46636;46636;46636;
46637;46637;46637;
46638;46638;46638;
46639;46639;46639;
46640;46640;46640;
46641;46641;46641;
46642;46642;46642;
46643;46643;46643;
46644;46644;46644;
46645;46645;46645;
46646;46646;46646;
46647;46647;46647;
46648;46648;46648;
46649;46649;46649;
46650;46650;46650;
46651;46651;46651;
46652;46652;46652;
46653;46653;46653;
46654;46654;46654;
46655;46655;46655;
46656;46656;46656;
46657;46657;46657;
46658;46658;46658;
46659;46659;46659;
46660;46660;46660;
46661;46661;46661;
46662;46662;46662;
46663;46663;46663;
46664;46664;46664;
46665;46665;46665;
46666;46666;46666;
46667;46667;46667;
46668;46668;46668;
46669;46669;46669;
46670;46670;46670;
46671;46671;46671;
46672;46672;46672;
46673;46673;46673;
46674;46674;46674;
46675;46675;46675;
46676;46676;46676;
46677;46677;46677;
46678;46678;46678;
46679;46679;46679;
46680;46680;46680;
46681;46681;46681;
46682;46682;46682;
46683;46683;46683;
46684;46684;46684;
46685;46685;46685;
46686;46686;46686;
46687;46687;46687;
46688;46688;46688;
46689;46689;46689;
46690;46690;46690;
46691;46691;46691;
46692;46692;46692;
46693;46693;46693;
46694;46694;46694;
46695;46695;46695;
46696;46696;46696;
46697;46697;46697;
46698;46698;46698;
46699;46699;46699;
46700;46700;46700;
46701;46701;46701;
46702;46702;46702;
46703;46703;46703;
46704;46704;46704;
46705;46705;46705;
46706;46706;46706;
46707;46707;46707;
46708;46708;46708;
46709;46709;46709;
46710;46710;46710;
46711;46711;46711;
46712;46712;46712;
46713;46713;46713;
46714;46714;46714;
46715;46715;46715;
46716;46716;46716;
46717;46717;46717;
46718;46718;46718;
46719;46719;46719;
46720;46720;46720;
46721;46721;46721;
46722;46722;46722;
46723;46723;46723;
46724;46724;46724;
46725;46725;46725;
46726;46726;46726;
46727;46727;46727;
46728;46728;46728;
46729;46729;46729;
46730;46730;46730;
46731;46731;46731;
46732;46732;46732;
46733;46733;46733;
46734;46734;46734;
46735;46735;46735;
46736;46736;46736;
46737;46737;46737;
46738;46738;46738;
46739;46739;46739;
46740;46740;46740;
46741;46741;46741;
46742;46742;46742;
46743;46743;46743;
46744;46744;46744;
46745;46745;46745;
46746;46746;46746;
46747;46747;46747;
46748;46748;46748;
46749;46749;46749;
46750;46750;46750;
46751;46751;46751;
46752;46752;46752;
46753;46753;46753;
46754;46754;46754;
46755;46755;46755;
46756;46756;46756;
46757;46757;46757;
46758;46758;46758;
46759;46759;46759;
46760;46760;46760;
46761;46761;46761;
46762;46762;46762;
46763;46763;46763;
46764;46764;46764;
46765;46765;46765;
46766;46766;46766;
46767;46767;46767;
46768;46768;46768;
46769;46769;46769;
46770;46770;46770;
46771;46771;46771;
46772;46772;46772;
46773;46773;46773;
46774;46774;46774;
46775;46775;46775;
46776;46776;46776;
46777;46777;46777;
46778;46778;46778;
46779;46779;46779;
46780;46780;46780;
46781;46781;46781;
46782;46782;46782;
46783;46783;46783;
46784;46784;46784;
46785;46785;46785;
46786;46786;46786;
46787;46787;46787;
46788;46788;46788;
46789;46789;46789;
46790;46790;46790;
46791;46791;46791;
46792;46792;46792;
46793;46793;46793;
46794;46794;46794;
46795;46795;46795;
46796;46796;46796;
46797;46797;46797;
46798;46798;46798;
46799;46799;46799;
46800;46800;46800;
46801;46801;46801;
46802;46802;46802;
46803;46803;46803;
46804;46804;46804;
46805;46805;46805;
46806;46806;46806;
46807;46807;46807;
46808;46808;46808;
46809;46809;46809;
46810;46810;46810;
46811;46811;46811;
46812;46812;46812;
46813;46813;46813;
46814;46814;46814;
46815;46815;46815;
46816;46816;46816;
46817;46817;46817;
46818;46818;46818;
46819;46819;46819;
46820;46820;46820;
46821;46821;46821;
46822;46822;46822;
46823;46823;46823;
46824;46824;46824;
46825;46825;46825;
46826;46826;46826;
46827;46827;46827;
46828;46828;46828;
46829;46829;46829;
46830;46830;46830;
46831;46831;46831;
46832;46832;46832;
46833;46833;46833;
46834;46834;46834;
46835;46835;46835;
46836;46836;46836;
46837;46837;46837;
46838;46838;46838;
46839;46839;46839;
46840;46840;46840;
46841;46841;46841;
46842;46842;46842;
46843;46843;46843;
46844;46844;46844;
46845;46845;46845;
46846;46846;46846;
46847;46847;46847;
46848;46848;46848;
46849;46849;46849;
46850;46850;46850;
46851;46851;46851;
46852;46852;46852;
46853;46853;46853;
46854;46854;46854;
46855;46855;46855;
46856;46856;46856;
46857;46857;46857;
46858;46858;46858;
46859;46859;46859;
46860;46860;46860;
46861;46861;46861;
46862;46862;46862;
46863;46863;46863;
46864;46864;46864;
46865;46865;46865;
46866;46866;46866;
46867;46867;46867;
46868;46868;46868;
46869;46869;46869;
46870;46870;46870;
46871;46871;46871;
46872;46872;46872;
46873;46873;46873;
46874;46874;46874;
46875;46875;46875;
46876;46876;46876;
46877;46877;46877;
46878;46878;46878;
46879;46879;46879;
46880;46880;46880;
46881;46881;46881;
46882;46882;46882;
46883;46883;46883;
46884;46884;46884;
46885;46885;46885;
46886;46886;46886;
46887;46887;46887;
46888;46888;46888;
46889;46889;46889;
46890;46890;46890;
46891;46891;46891;
46892;46892;46892;
46893;46893;46893;
46894;46894;46894;
46895;46895;46895;
46896;46896;46896;
46897;46897;46897;
46898;46898;46898;
46899;46899;46899;
46900;46900;46900;
46901;46901;46901;
46902;46902;46902;
46903;46903;46903;
46904;46904;46904;
46905;46905;46905;
46906;46906;46906;
46907;46907;46907;
46908;46908;46908;
46909;46909;46909;
46910;46910;46910;
46911;46911;46911;
46912;46912;46912;
46913;46913;46913;
46914;46914;46914;
46915;46915;46915;
46916;46916;46916;
46917;46917;46917;
46918;46918;46918;
46919;46919;46919;
46920;46920;46920;
46921;46921;46921;
46922;46922;46922;
46923;46923;46923;
46924;46924;46924;
46925;46925;46925;
46926;46926;46926;
46927;46927;46927;
46928;46928;46928;
46929;46929;46929;
46930;46930;46930;
46931;46931;46931;
46932;46932;46932;
46933;46933;46933;
46934;46934;46934;
46935;46935;46935;
46936;46936;46936;
46937;46937;46937;
46938;46938;46938;
46939;46939;46939;
46940;46940;46940;
46941;46941;46941;
46942;46942;46942;
46943;46943;46943;
46944;46944;46944;
46945;46945;46945;
46946;46946;46946;
46947;46947;46947;
46948;46948;46948;
46949;46949;46949;
46950;46950;46950;
46951;46951;46951;
46952;46952;46952;
46953;46953;46953;
46954;46954;46954;
46955;46955;46955;
46956;46956;46956;
46957;46957;46957;
46958;46958;46958;
46959;46959;46959;
46960;46960;46960;
46961;46961;46961;
46962;46962;46962;
46963;46963;46963;
46964;46964;46964;
46965;46965;46965;
46966;46966;46966;
46967;46967;46967;
46968;46968;46968;
46969;46969;46969;
46970;46970;46970;
46971;46971;46971;
46972;46972;46972;
46973;46973;46973;
46974;46974;46974;
46975;46975;46975;
46976;46976;46976;
46977;46977;46977;
46978;46978;46978;
46979;46979;46979;
46980;46980;46980;
46981;46981;46981;
46982;46982;46982;
46983;46983;46983;
46984;46984;46984;
46985;46985;46985;
46986;46986;46986;
46987;46987;46987;
46988;46988;46988;
46989;46989;46989;
46990;46990;46990;
46991;46991;46991;
46992;46992;46992;
46993;46993;46993;
46994;46994;46994;
46995;46995;46995;
46996;46996;46996;
46997;46997;46997;
46998;46998;46998;
46999;46999;46999;
47000;47000;47000;
47001;47001;47001;
47002;47002;47002;
47003;47003;47003;
47004;47004;47004;
47005;47005;47005;
47006;47006;47006;
47007;47007;47007;
47008;47008;47008;
47009;47009;47009;
47010;47010;47010;
47011;47011;47011;
47012;47012;47012;
47013;47013;47013;
47014;47014;47014;
47015;47015;47015;
47016;47016;47016;
47017;47017;47017;
47018;47018;47018;
47019;47019;47019;
47020;47020;47020;
47021;47021;47021;
47022;47022;47022;
47023;47023;47023;
47024;47024;47024;
47025;47025;47025;
47026;47026;47026;
47027;47027;47027;
47028;47028;47028;
47029;47029;47029;
47030;47030;47030;
47031;47031;47031;
47032;47032;47032;
47033;47033;47033;
47034;47034;47034;
47035;47035;47035;
47036;47036;47036;
47037;47037;47037;
47038;47038;47038;
47039;47039;47039;
47040;47040;47040;
47041;47041;47041;
47042;47042;47042;
47043;47043;47043;
47044;47044;47044;
47045;47045;47045;
47046;47046;47046;
47047;47047;47047;
47048;47048;47048;
47049;47049;47049;
47050;47050;47050;
47051;47051;47051;
47052;47052;47052;
47053;47053;47053;
47054;47054;47054;
47055;47055;47055;
47056;47056;47056;
47057;47057;47057;
47058;47058;47058;
47059;47059;47059;
47060;47060;47060;
47061;47061;47061;
47062;47062;47062;
47063;47063;47063;
47064;47064;47064;
47065;47065;47065;
47066;47066;47066;
47067;47067;47067;
47068;47068;47068;
47069;47069;47069;
47070;47070;47070;
47071;47071;47071;
47072;47072;47072;
47073;47073;47073;
47074;47074;47074;
47075;47075;47075;
47076;47076;47076;
47077;47077;47077;
47078;47078;47078;
47079;47079;47079;
47080;47080;47080;
47081;47081;47081;
47082;47082;47082;
47083;47083;47083;
47084;47084;47084;
47085;47085;47085;
47086;47086;47086;
47087;47087;47087;
47088;47088;47088;
47089;47089;47089;
47090;47090;47090;
47091;47091;47091;
47092;47092;47092;
47093;47093;47093;
47094;47094;47094;
47095;47095;47095;
47096;47096;47096;
47097;47097;47097;
47098;47098;47098;
47099;47099;47099;
47100;47100;47100;
47101;47101;47101;
47102;47102;47102;
47103;47103;47103;
47104;47104;47104;
47105;47105;47105;
47106;47106;47106;
47107;47107;47107;
47108;47108;47108;
47109;47109;47109;
47110;47110;47110;
47111;47111;47111;
47112;47112;47112;
47113;47113;47113;
47114;47114;47114;
47115;47115;47115;
47116;47116;47116;
47117;47117;47117;
47118;47118;47118;
47119;47119;47119;
47120;47120;47120;
47121;47121;47121;
47122;47122;47122;
47123;47123;47123;
47124;47124;47124;
47125;47125;47125;
47126;47126;47126;
47127;47127;47127;
47128;47128;47128;
47129;47129;47129;
47130;47130;47130;
47131;47131;47131;
47132;47132;47132;
47133;47133;47133;
47134;47134;47134;
47135;47135;47135;
47136;47136;47136;
47137;47137;47137;
47138;47138;47138;
47139;47139;47139;
47140;47140;47140;
47141;47141;47141;
47142;47142;47142;
47143;47143;47143;
47144;47144;47144;
47145;47145;47145;
47146;47146;47146;
47147;47147;47147;
47148;47148;47148;
47149;47149;47149;
47150;47150;47150;
47151;47151;47151;
47152;47152;47152;
47153;47153;47153;
47154;47154;47154;
47155;47155;47155;
47156;47156;47156;
47157;47157;47157;
47158;47158;47158;
47159;47159;47159;
47160;47160;47160;
47161;47161;47161;
47162;47162;47162;
47163;47163;47163;
47164;47164;47164;
47165;47165;47165;
47166;47166;47166;
47167;47167;47167;
47168;47168;47168;
47169;47169;47169;
47170;47170;47170;
47171;47171;47171;
47172;47172;47172;
47173;47173;47173;
47174;47174;47174;
47175;47175;47175;
47176;47176;47176;
47177;47177;47177;
47178;47178;47178;
47179;47179;47179;
47180;47180;47180;
47181;47181;47181;
47182;47182;47182;
47183;47183;47183;
47184;47184;47184;
47185;47185;47185;
47186;47186;47186;
47187;47187;47187;
47188;47188;47188;
47189;47189;47189;
47190;47190;47190;
47191;47191;47191;
47192;47192;47192;
47193;47193;47193;
47194;47194;47194;
47195;47195;47195;
47196;47196;47196;
47197;47197;47197;
47198;47198;47198;
47199;47199;47199;
47200;47200;47200;
47201;47201;47201;
47202;47202;47202;
47203;47203;47203;
47204;47204;47204;
47205;47205;47205;
47206;47206;47206;
47207;47207;47207;
47208;47208;47208;
47209;47209;47209;
47210;47210;47210;
47211;47211;47211;
47212;47212;47212;
47213;47213;47213;
47214;47214;47214;
47215;47215;47215;
47216;47216;47216;
47217;47217;47217;
47218;47218;47218;
47219;47219;47219;
47220;47220;47220;
47221;47221;47221;
47222;47222;47222;
47223;47223;47223;
47224;47224;47224;
47225;47225;47225;
47226;47226;47226;
47227;47227;47227;
47228;47228;47228;
47229;47229;47229;
47230;47230;47230;
47231;47231;47231;
47232;47232;47232;
47233;47233;47233;
47234;47234;47234;
47235;47235;47235;
47236;47236;47236;
47237;47237;47237;
47238;47238;47238;
47239;47239;47239;
47240;47240;47240;
47241;47241;47241;
47242;47242;47242;
47243;47243;47243;
47244;47244;47244;
47245;47245;47245;
47246;47246;47246;
47247;47247;47247;
47248;47248;47248;
47249;47249;47249;
47250;47250;47250;
47251;47251;47251;
47252;47252;47252;
47253;47253;47253;
47254;47254;47254;
47255;47255;47255;
47256;47256;47256;
47257;47257;47257;
47258;47258;47258;
47259;47259;47259;
47260;47260;47260;
47261;47261;47261;
47262;47262;47262;
47263;47263;47263;
47264;47264;47264;
47265;47265;47265;
47266;47266;47266;
47267;47267;47267;
47268;47268;47268;
47269;47269;47269;
47270;47270;47270;
47271;47271;47271;
47272;47272;47272;
47273;47273;47273;
47274;47274;47274;
47275;47275;47275;
47276;47276;47276;
47277;47277;47277;
47278;47278;47278;
47279;47279;47279;
47280;47280;47280;
47281;47281;47281;
47282;47282;47282;
47283;47283;47283;
47284;47284;47284;
47285;47285;47285;
47286;47286;47286;
47287;47287;47287;
47288;47288;47288;
47289;47289;47289;
47290;47290;47290;
47291;47291;47291;
47292;47292;47292;
47293;47293;47293;
47294;47294;47294;
47295;47295;47295;
47296;47296;47296;
47297;47297;47297;
47298;47298;47298;
47299;47299;47299;
47300;47300;47300;
47301;47301;47301;
47302;47302;47302;
47303;47303;47303;
47304;47304;47304;
47305;47305;47305;
47306;47306;47306;
47307;47307;47307;
47308;47308;47308;
47309;47309;47309;
47310;47310;47310;
47311;47311;47311;
47312;47312;47312;
47313;47313;47313;
47314;47314;47314;
47315;47315;47315;
47316;47316;47316;
47317;47317;47317;
47318;47318;47318;
47319;47319;47319;
47320;47320;47320;
47321;47321;47321;
47322;47322;47322;
47323;47323;47323;
47324;47324;47324;
47325;47325;47325;
47326;47326;47326;
47327;47327;47327;
47328;47328;47328;
47329;47329;47329;
47330;47330;47330;
47331;47331;47331;
47332;47332;47332;
47333;47333;47333;
47334;47334;47334;
47335;47335;47335;
47336;47336;47336;
47337;47337;47337;
47338;47338;47338;
47339;47339;47339;
47340;47340;47340;
47341;47341;47341;
47342;47342;47342;
47343;47343;47343;
47344;47344;47344;
47345;47345;47345;
47346;47346;47346;
47347;47347;47347;
47348;47348;47348;
47349;47349;47349;
47350;47350;47350;
47351;47351;47351;
47352;47352;47352;
47353;47353;47353;
47354;47354;47354;
47355;47355;47355;
47356;47356;47356;
47357;47357;47357;
47358;47358;47358;
47359;47359;47359;
47360;47360;47360;
47361;47361;47361;
47362;47362;47362;
47363;47363;47363;
47364;47364;47364;
47365;47365;47365;
47366;47366;47366;
47367;47367;47367;
47368;47368;47368;
47369;47369;47369;
47370;47370;47370;
47371;47371;47371;
47372;47372;47372;
47373;47373;47373;
47374;47374;47374;
47375;47375;47375;
47376;47376;47376;
47377;47377;47377;
47378;47378;47378;
47379;47379;47379;
47380;47380;47380;
47381;47381;47381;
47382;47382;47382;
47383;47383;47383;
47384;47384;47384;
47385;47385;47385;
47386;47386;47386;
47387;47387;47387;
47388;47388;47388;
47389;47389;47389;
47390;47390;47390;
47391;47391;47391;
47392;47392;47392;
47393;47393;47393;
47394;47394;47394;
47395;47395;47395;
47396;47396;47396;
47397;47397;47397;
47398;47398;47398;
47399;47399;47399;
47400;47400;47400;
47401;47401;47401;
47402;47402;47402;
47403;47403;47403;
47404;47404;47404;
47405;47405;47405;
47406;47406;47406;
47407;47407;47407;
47408;47408;47408;
47409;47409;47409;
47410;47410;47410;
47411;47411;47411;
47412;47412;47412;
47413;47413;47413;
47414;47414;47414;
47415;47415;47415;
47416;47416;47416;
47417;47417;47417;
47418;47418;47418;
47419;47419;47419;
47420;47420;47420;
47421;47421;47421;
47422;47422;47422;
47423;47423;47423;
47424;47424;47424;
47425;47425;47425;
47426;47426;47426;
47427;47427;47427;
47428;47428;47428;
47429;47429;47429;
47430;47430;47430;
47431;47431;47431;
47432;47432;47432;
47433;47433;47433;
47434;47434;47434;
47435;47435;47435;
47436;47436;47436;
47437;47437;47437;
47438;47438;47438;
47439;47439;47439;
47440;47440;47440;
47441;47441;47441;
47442;47442;47442;
47443;47443;47443;
47444;47444;47444;
47445;47445;47445;
47446;47446;47446;
47447;47447;47447;
47448;47448;47448;
47449;47449;47449;
47450;47450;47450;
47451;47451;47451;
47452;47452;47452;
47453;47453;47453;
47454;47454;47454;
47455;47455;47455;
47456;47456;47456;
47457;47457;47457;
47458;47458;47458;
47459;47459;47459;
47460;47460;47460;
47461;47461;47461;
47462;47462;47462;
47463;47463;47463;
47464;47464;47464;
47465;47465;47465;
47466;47466;47466;
47467;47467;47467;
47468;47468;47468;
47469;47469;47469;
47470;47470;47470;
47471;47471;47471;
47472;47472;47472;
47473;47473;47473;
47474;47474;47474;
47475;47475;47475;
47476;47476;47476;
47477;47477;47477;
47478;47478;47478;
47479;47479;47479;
47480;47480;47480;
47481;47481;47481;
47482;47482;47482;
47483;47483;47483;
47484;47484;47484;
47485;47485;47485;
47486;47486;47486;
47487;47487;47487;
47488;47488;47488;
47489;47489;47489;
47490;47490;47490;
47491;47491;47491;
47492;47492;47492;
47493;47493;47493;
47494;47494;47494;
47495;47495;47495;
47496;47496;47496;
47497;47497;47497;
47498;47498;47498;
47499;47499;47499;
47500;47500;47500;
47501;47501;47501;
47502;47502;47502;
47503;47503;47503;
47504;47504;47504;
47505;47505;47505;
47506;47506;47506;
47507;47507;47507;
47508;47508;47508;
47509;47509;47509;
47510;47510;47510;
47511;47511;47511;
47512;47512;47512;
47513;47513;47513;
47514;47514;47514;
47515;47515;47515;
47516;47516;47516;
47517;47517;47517;
47518;47518;47518;
47519;47519;47519;
47520;47520;47520;
47521;47521;47521;
47522;47522;47522;
47523;47523;47523;
47524;47524;47524;
47525;47525;47525;
47526;47526;47526;
47527;47527;47527;
47528;47528;47528;
47529;47529;47529;
47530;47530;47530;
47531;47531;47531;
47532;47532;47532;
47533;47533;47533;
47534;47534;47534;
47535;47535;47535;
47536;47536;47536;
47537;47537;47537;
47538;47538;47538;
47539;47539;47539;
47540;47540;47540;
47541;47541;47541;
47542;47542;47542;
47543;47543;47543;
47544;47544;47544;
47545;47545;47545;
47546;47546;47546;
47547;47547;47547;
47548;47548;47548;
47549;47549;47549;
47550;47550;47550;
47551;47551;47551;
47552;47552;47552;
47553;47553;47553;
47554;47554;47554;
47555;47555;47555;
47556;47556;47556;
47557;47557;47557;
47558;47558;47558;
47559;47559;47559;
47560;47560;47560;
47561;47561;47561;
47562;47562;47562;
47563;47563;47563;
47564;47564;47564;
47565;47565;47565;
47566;47566;47566;
47567;47567;47567;
47568;47568;47568;
47569;47569;47569;
47570;47570;47570;
47571;47571;47571;
47572;47572;47572;
47573;47573;47573;
47574;47574;47574;
47575;47575;47575;
47576;47576;47576;
47577;47577;47577;
47578;47578;47578;
47579;47579;47579;
47580;47580;47580;
47581;47581;47581;
47582;47582;47582;
47583;47583;47583;
47584;47584;47584;
47585;47585;47585;
47586;47586;47586;
47587;47587;47587;
47588;47588;47588;
47589;47589;47589;
47590;47590;47590;
47591;47591;47591;
47592;47592;47592;
47593;47593;47593;
47594;47594;47594;
47595;47595;47595;
47596;47596;47596;
47597;47597;47597;
47598;47598;47598;
47599;47599;47599;
47600;47600;47600;
47601;47601;47601;
47602;47602;47602;
47603;47603;47603;
47604;47604;47604;
47605;47605;47605;
47606;47606;47606;
47607;47607;47607;
47608;47608;47608;
47609;47609;47609;
47610;47610;47610;
47611;47611;47611;
47612;47612;47612;
47613;47613;47613;
47614;47614;47614;
47615;47615;47615;
47616;47616;47616;
47617;47617;47617;
47618;47618;47618;
47619;47619;47619;
47620;47620;47620;
47621;47621;47621;
47622;47622;47622;
47623;47623;47623;
47624;47624;47624;
47625;47625;47625;
47626;47626;47626;
47627;47627;47627;
47628;47628;47628;
47629;47629;47629;
47630;47630;47630;
47631;47631;47631;
47632;47632;47632;
47633;47633;47633;
47634;47634;47634;
47635;47635;47635;
47636;47636;47636;
47637;47637;47637;
47638;47638;47638;
47639;47639;47639;
47640;47640;47640;
47641;47641;47641;
47642;47642;47642;
47643;47643;47643;
47644;47644;47644;
47645;47645;47645;
47646;47646;47646;
47647;47647;47647;
47648;47648;47648;
47649;47649;47649;
47650;47650;47650;
47651;47651;47651;
47652;47652;47652;
47653;47653;47653;
47654;47654;47654;
47655;47655;47655;
47656;47656;47656;
47657;47657;47657;
47658;47658;47658;
47659;47659;47659;
47660;47660;47660;
47661;47661;47661;
47662;47662;47662;
47663;47663;47663;
47664;47664;47664;
47665;47665;47665;
47666;47666;47666;
